"('4931', 'Double Jeopardy!', '$400', 'SCIENCE')"
"('6134', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('6134', 'Jeopardy!', '$600', 'GEOGRAPHY')"
"('6134', 'Jeopardy!', '$800', 'GEOGRAPHY')"
"('6134', 'Jeopardy!', '$1000', 'GEOGRAPHY')"
"('1206', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('1206', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('1206', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('1206', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('1206', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('2919', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('2919', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('2919', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('2919', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('2919', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('737', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('737', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('737', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('737', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('737', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('1328', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('2930', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2930', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2930', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2930', 'Double Jeopardy!', '$1,000', 'GEOGRAPHY')"
"('2930', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('4', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('4', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('4', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('4', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('4', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('4850', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('4850', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('4850', 'Jeopardy!', '$600', 'GEOGRAPHY')"
"('4850', 'Jeopardy!', '$800', 'GEOGRAPHY')"
"('4850', 'Jeopardy!', '$1000', 'GEOGRAPHY')"
"('662', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('662', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('662', 'Double Jeopardy!', '$1,000', 'GEOGRAPHY')"
"('662', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('662', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2828', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2828', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2828', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2828', 'Double Jeopardy!', '$1,200', 'GEOGRAPHY')"
"('2828', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('1295', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('1295', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('1295', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('1295', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('1295', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('3364', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('3364', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('3364', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('3364', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('3364', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('1791', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('1791', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('1791', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('1791', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('1791', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2619', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('1193', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('1193', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('1193', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('1193', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('1193', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2924', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2924', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2924', 'Double Jeopardy!', '$500', 'GEOGRAPHY')"
"('2924', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('2924', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2358', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('2358', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('2358', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('2358', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('2358', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('1339', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('2845', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('2845', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('2845', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('2845', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('2845', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('4615', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('4615', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('4615', 'Double Jeopardy!', '$3,000', 'GEOGRAPHY')"
"('4615', 'Double Jeopardy!', '$1600', 'GEOGRAPHY')"
"('4615', 'Double Jeopardy!', '$2000', 'GEOGRAPHY')"
"('4917', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('4917', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('4917', 'Double Jeopardy!', '$1200', 'GEOGRAPHY')"
"('4917', 'Double Jeopardy!', '$1600', 'GEOGRAPHY')"
"('67', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('67', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('67', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('67', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('67', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('3079', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('3079', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('3079', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('3079', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('3079', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('5091', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('2978', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2978', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2978', 'Double Jeopardy!', '$1,000', 'GEOGRAPHY')"
"('2978', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('2978', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2117', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2117', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2117', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2117', 'Double Jeopardy!', '$1,000', 'GEOGRAPHY')"
"('2117', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2983', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('2983', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('2983', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('2983', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('2983', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('1237', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('4932', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('4932', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('4932', 'Double Jeopardy!', '$1200', 'GEOGRAPHY')"
"('4932', 'Double Jeopardy!', '$1600', 'GEOGRAPHY')"
"('4932', 'Double Jeopardy!', '$2000', 'GEOGRAPHY')"
"('370', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('370', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('370', 'Jeopardy!', '$900', 'GEOGRAPHY')"
"('370', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('370', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('5240', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('5240', 'Double Jeopardy!', '$1200', 'GEOGRAPHY')"
"('5240', 'Double Jeopardy!', '$4,000', 'GEOGRAPHY')"
"('5240', 'Double Jeopardy!', '$2000', 'GEOGRAPHY')"
"('1790', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('1790', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('1790', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('1790', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('1790', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('4884', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('2123', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2123', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2123', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2123', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('2123', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('5455', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('5455', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('5455', 'Double Jeopardy!', '$1200', 'GEOGRAPHY')"
"('5455', 'Double Jeopardy!', '$1600', 'GEOGRAPHY')"
"('5455', 'Double Jeopardy!', '$3,000', 'GEOGRAPHY')"
"('2890', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2890', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2890', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2890', 'Double Jeopardy!', '$500', 'GEOGRAPHY')"
"('2890', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('1238', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('1238', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('1238', 'Double Jeopardy!', '$2,000', 'GEOGRAPHY')"
"('1238', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('1238', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2881', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2881', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2881', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2881', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('2881', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('758', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('758', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('758', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('758', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('758', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('3624', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('3624', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('3624', 'Jeopardy!', '$1,800', 'GEOGRAPHY')"
"('3624', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('3624', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('5753', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('5753', 'Jeopardy!', '$400', 'GEOGRAPHY')"
"('5753', 'Jeopardy!', '$600', 'GEOGRAPHY')"
"('5753', 'Jeopardy!', '$1,200', 'GEOGRAPHY')"
"('5753', 'Jeopardy!', '$1000', 'GEOGRAPHY')"
"('3129', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('3129', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('3129', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('3129', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('3129', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('2815', 'Jeopardy!', '$100', 'GEOGRAPHY')"
"('2815', 'Jeopardy!', '$200', 'GEOGRAPHY')"
"('2815', 'Jeopardy!', '$300', 'GEOGRAPHY')"
"('2815', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('2815', 'Jeopardy!', '$500', 'GEOGRAPHY')"
"('969', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('2967', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('2348', 'Double Jeopardy!', '$200', 'GEOGRAPHY')"
"('2348', 'Double Jeopardy!', '$400', 'GEOGRAPHY')"
"('2348', 'Double Jeopardy!', '$600', 'GEOGRAPHY')"
"('2348', 'Double Jeopardy!', '$800', 'GEOGRAPHY')"
"('2348', 'Double Jeopardy!', '$1000', 'GEOGRAPHY')"
"('1881', 'Final Jeopardy!', None, 'GEOGRAPHY')"
"('3447', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3447', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3447', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3447', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3447', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('1103', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3272', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3272', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3272', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3272', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3272', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('6070', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('6070', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('6070', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('6070', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('6070', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('3320', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3320', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3320', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3320', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3320', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('2756', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('2756', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('2756', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('2756', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('2756', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('1333', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('1333', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('1333', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('1333', 'Double Jeopardy!', '$4,600', 'CLASSICAL MUSIC')"
"('1333', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('5889', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5889', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5889', 'Double Jeopardy!', '$3,000', 'CLASSICAL MUSIC')"
"('5889', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5889', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('3658', 'Jeopardy!', '$100', 'CLASSICAL MUSIC')"
"('3658', 'Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3658', 'Jeopardy!', '$300', 'CLASSICAL MUSIC')"
"('3658', 'Jeopardy!', '$1,000', 'CLASSICAL MUSIC')"
"('3658', 'Jeopardy!', '$500', 'CLASSICAL MUSIC')"
"('2355', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('2355', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('2355', 'Double Jeopardy!', '$1,000', 'CLASSICAL MUSIC')"
"('2355', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('2355', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('1430', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('1430', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('1430', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('1430', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('1430', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('3408', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3408', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3408', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3408', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('4796', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('4796', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('4796', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('4796', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('4619', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('4619', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('4619', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5938', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5938', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5938', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5938', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5938', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('4174', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('4174', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('4174', 'Double Jeopardy!', '$2,500', 'CLASSICAL MUSIC')"
"('4174', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('4174', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('1289', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('1289', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('1289', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('1289', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('3881', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3881', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3881', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3881', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3881', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('5779', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5779', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5779', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5779', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5779', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('5820', 'Final Jeopardy!', None, 'CLASSICAL MUSIC')"
"('4031', 'Final Jeopardy!', None, 'CLASSICAL MUSIC')"
"('5847', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5847', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5847', 'Double Jeopardy!', '$2,000', 'CLASSICAL MUSIC')"
"('5847', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5847', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('4636', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('4636', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('4636', 'Double Jeopardy!', '$3,200', 'CLASSICAL MUSIC')"
"('4636', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('4636', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('5567', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5567', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5567', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5567', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5567', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('1263', 'Jeopardy!', '$100', 'CLASSICAL MUSIC')"
"('1263', 'Jeopardy!', '$300', 'CLASSICAL MUSIC')"
"('1263', 'Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('1263', 'Jeopardy!', '$500', 'CLASSICAL MUSIC')"
"('523', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('523', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('523', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('523', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('523', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('5402', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5402', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5402', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5402', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('4823', 'Final Jeopardy!', None, 'CLASSICAL MUSIC')"
"('5261', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5261', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5261', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5261', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5261', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5655', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5655', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('5655', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5655', 'Double Jeopardy!', '$8,000', 'CLASSICAL MUSIC')"
"('5469', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5469', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('5469', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5469', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('4672', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('4672', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('4672', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('4672', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('4672', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('5480', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5480', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('5480', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('5480', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('6023', 'Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('6023', 'Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('6023', 'Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('6023', 'Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3455', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3455', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3455', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3455', 'Double Jeopardy!', '$500', 'CLASSICAL MUSIC')"
"('1652', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('1652', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('1652', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('1652', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('1652', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3353', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3353', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3353', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('3353', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3353', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('2890', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('2890', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('2890', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('2890', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('2890', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$2,000', 'CLASSICAL MUSIC')"
"('3966', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('1327', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('1327', 'Double Jeopardy!', '$1,000', 'CLASSICAL MUSIC')"
"('1327', 'Double Jeopardy!', '$600', 'CLASSICAL MUSIC')"
"('1327', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('1327', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('4524', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('4524', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('4524', 'Double Jeopardy!', '$1200', 'CLASSICAL MUSIC')"
"('4524', 'Double Jeopardy!', '$1600', 'CLASSICAL MUSIC')"
"('4524', 'Double Jeopardy!', '$2000', 'CLASSICAL MUSIC')"
"('4195', 'Final Jeopardy!', None, 'CLASSICAL MUSIC')"
"('3568', 'Final Jeopardy!', None, 'CLASSICAL MUSIC')"
"('3703', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('3703', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('3703', 'Double Jeopardy!', '$2,000', 'CLASSICAL MUSIC')"
"('3703', 'Double Jeopardy!', '$800', 'CLASSICAL MUSIC')"
"('3703', 'Double Jeopardy!', '$1000', 'CLASSICAL MUSIC')"
"('310', 'Double Jeopardy!', '$200', 'CLASSICAL MUSIC')"
"('310', 'Double Jeopardy!', '$400', 'CLASSICAL MUSIC')"
"('310', 'Double Jeopardy!', '$100', 'CLASSICAL MUSIC')"
